metric,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,stock,2023-09-30 00:00:00,2022-09-30 00:00:00,2021-09-30 00:00:00,2020-09-30 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00
Treasury Shares Number,245000000.0,173000000.0,132000000.0,117000000.0,PYPL,,,,,,,,,,,
Ordinary Shares Number,1072000000.0,1136000000.0,1168000000.0,1171691809.0,PYPL,,,,,,,,,,,
Share Issued,1317000000.0,1309000000.0,1300000000.0,1288691809.0,PYPL,,,,,,,,,,,
Net Debt,595000000.0,2641000000.0,2852000000.0,4145000000.0,PYPL,,,,,,,,,,,
Total Debt,9676000000.0,10417000000.0,8049000000.0,8939000000.0,PYPL,,,,,,,,,,,
Tangible Book Value,9488000000.0,8277000000.0,8941000000.0,9836000000.0,PYPL,,,,,,,,,,,
Invested Capital,30727000000.0,30691000000.0,29776000000.0,28958000000.0,PYPL,,,,,,,,,,,
Working Capital,14103000000.0,12416000000.0,9545000000.0,12548000000.0,PYPL,,,,,,,,,,,
Net Tangible Assets,9488000000.0,8277000000.0,8941000000.0,9836000000.0,PYPL,,,,,,,,,,,
Common Stock Equity,21051000000.0,20274000000.0,21727000000.0,20019000000.0,PYPL,,,,,,,,,,,
Total Capitalization,30727000000.0,30691000000.0,29776000000.0,28958000000.0,PYPL,,,,,,,,,,,
Total Equity Gross Minority Interest,21051000000.0,20274000000.0,21727000000.0,20063000000.0,PYPL,,,,,,,,,,,
Minority Interest,,,0.0,44000000.0,PYPL,,,,,,,,,,,
Stockholders Equity,21051000000.0,20274000000.0,21727000000.0,20019000000.0,PYPL,,,,,,,,,,,
Gains Losses Not Affecting Retained Earnings,-746000000.0,-928000000.0,-136000000.0,-484000000.0,PYPL,,,,,,,,,,,
Other Equity Adjustments,-746000000.0,-928000000.0,-136000000.0,-484000000.0,PYPL,,,,,,,,,,,
Treasury Stock,21045000000.0,16079000000.0,11880000000.0,8507000000.0,PYPL,,,,,,,,,,,
Retained Earnings,23200000000.0,18954000000.0,16535000000.0,12366000000.0,PYPL,,,,,,,,,,,
Additional Paid In Capital,19642000000.0,18327000000.0,17208000000.0,16644000000.0,PYPL,,,,,,,,,,,
Capital Stock,0.0,0.0,0.0,0.0,PYPL,,,,,,,,,,,
Common Stock,0.0,0.0,0.0,0.0,PYPL,,,,,,,,,,,
Preferred Stock,0.0,0.0,0.0,0.0,PYPL,,,,,,,,,,,
Total Liabilities Net Minority Interest,61115000000.0,58350000000.0,54076000000.0,50316000000.0,PYPL,,,,,,,,,,,
Total Non Current Liabilities Net Minority Interest,12649000000.0,13342000000.0,11047000000.0,11869000000.0,PYPL,,,,,,,,,,,
Other Non Current Liabilities,2973000000.0,2925000000.0,,,PYPL,,,,,,,,,,,
Non Current Deferred Liabilities,,2925000000.0,2998000000.0,2930000000.0,PYPL,,,,,,,,,,,
Non Current Deferred Taxes Liabilities,,2925000000.0,2998000000.0,2930000000.0,PYPL,,,,,,,,,,,
Long Term Debt And Capital Lease Obligation,9676000000.0,10417000000.0,8049000000.0,8939000000.0,PYPL,,,,,,,,,,,
Long Term Debt,9676000000.0,10417000000.0,8049000000.0,8939000000.0,PYPL,,,,,,,,,,,
Current Liabilities,48466000000.0,45008000000.0,43029000000.0,38447000000.0,PYPL,,,,,,,,,,,
Current Debt And Capital Lease Obligation,,,999000000.0,,PYPL,,,,,,,,,,,
Current Debt,,,999000000.0,,PYPL,,,,,,,,,,,
Other Current Borrowings,,,999000000.0,,PYPL,,,,,,,,,,,
Payables And Accrued Expenses,48466000000.0,45008000000.0,43029000000.0,38447000000.0,PYPL,,,,,,,,,,,
Current Accrued Expenses,6392000000.0,4868000000.0,3755000000.0,2648000000.0,PYPL,,,,,,,,,,,
Payables,42074000000.0,40140000000.0,39274000000.0,35799000000.0,PYPL,,,,,,,,,,,
Total Tax Payable,,813000000.0,236000000.0,129000000.0,PYPL,,,,,,,,,,,
Income Tax Payable,,813000000.0,236000000.0,129000000.0,PYPL,,,,,,,,,,,
Accounts Payable,42074000000.0,40140000000.0,39038000000.0,35670000000.0,PYPL,,,,,,,,,,,
Total Assets,82166000000.0,78624000000.0,75803000000.0,70379000000.0,PYPL,,,,,,,,,,,
Total Non Current Assets,19597000000.0,21200000000.0,23229000000.0,19384000000.0,PYPL,,,,,,,,,,,
Other Non Current Assets,3273000000.0,2455000000.0,1737000000.0,1305000000.0,PYPL,,,,,,,,,,,
Investments And Advances,3273000000.0,5018000000.0,6797000000.0,6089000000.0,PYPL,,,,,,,,,,,
Other Investments,1882000000.0,2201000000.0,3252000000.0,,PYPL,,,,,,,,,,,
Investmentin Financial Assets,1391000000.0,2817000000.0,3545000000.0,,PYPL,,,,,,,,,,,
Available For Sale Securities,1391000000.0,2817000000.0,3545000000.0,,PYPL,,,,,,,,,,,
Goodwill And Other Intangible Assets,11563000000.0,11997000000.0,12786000000.0,10183000000.0,PYPL,,,,,,,,,,,
Other Intangible Assets,537000000.0,788000000.0,1332000000.0,1048000000.0,PYPL,,,,,,,,,,,
Goodwill,11026000000.0,11209000000.0,11454000000.0,9135000000.0,PYPL,,,,,,,,,,,
Net PPE,1488000000.0,1730000000.0,1909000000.0,1807000000.0,PYPL,,,,,,,,,,,
Accumulated Depreciation,-6948000000.0,-6382000000.0,-5681000000.0,-5202000000.0,PYPL,,,,,,,,,,,
Gross PPE,8436000000.0,8112000000.0,7590000000.0,7009000000.0,PYPL,,,,,,,,,,,
Leases,317000000.0,364000000.0,379000000.0,377000000.0,PYPL,,,,,,,,,,,
Construction In Progress,34000000.0,25000000.0,86000000.0,83000000.0,PYPL,,,,,,,,,,,
Machinery Furniture Equipment,7752000000.0,7335000000.0,6745000000.0,6209000000.0,PYPL,,,,,,,,,,,
Land And Improvements,333000000.0,388000000.0,380000000.0,340000000.0,PYPL,,,,,,,,,,,
Properties,0.0,0.0,0.0,0.0,PYPL,,,,,,,,,,,
Current Assets,62569000000.0,57424000000.0,52574000000.0,50995000000.0,PYPL,,,,,,,,,,,
Other Current Assets,2509000000.0,1898000000.0,1287000000.0,1148000000.0,PYPL,,,,,,,,,,,
Restricted Cash,3000000.0,17000000.0,109000000.0,,PYPL,,,,,,,,,,,
Prepaid Assets,,1898000000.0,1287000000.0,1148000000.0,PYPL,,,,,,,,,,,
Receivables,46000000000.0,44658000000.0,41787000000.0,36764000000.0,PYPL,,,,,,,,,,,
Loans Receivable,5996000000.0,7431000000.0,4846000000.0,2769000000.0,PYPL,,,,,,,,,,,
Accounts Receivable,40004000000.0,37227000000.0,36941000000.0,33995000000.0,PYPL,,,,,,,,,,,
Cash Cash Equivalents And Short Term Investments,14057000000.0,10851000000.0,9391000000.0,13083000000.0,PYPL,,,,,,,,,,,
Other Short Term Investments,4976000000.0,3075000000.0,4194000000.0,8289000000.0,PYPL,,,,,,,,,,,
Cash And Cash Equivalents,9081000000.0,7776000000.0,5197000000.0,4794000000.0,PYPL,,,,,,,,,,,
Treasury Shares Number,,,,,AAPL,0.0,,,,,,,,,,
Ordinary Shares Number,,,,,AAPL,15550061000.0,15943425000.0,16426786000.0,16976763000.0,,,,,,,
Share Issued,,,,,AAPL,15550061000.0,15943425000.0,16426786000.0,16976763000.0,,,,,,,
Net Debt,,,,,AAPL,81123000000.0,96423000000.0,89779000000.0,74420000000.0,,,,,,,
Total Debt,,,,,AAPL,111088000000.0,120069000000.0,124719000000.0,112436000000.0,,,,,,,
Tangible Book Value,,,,,AAPL,62146000000.0,50672000000.0,63090000000.0,65339000000.0,,,,,,,
Invested Capital,,,,,AAPL,173234000000.0,170741000000.0,187809000000.0,177775000000.0,,,,,,,
Working Capital,,,,,AAPL,-1742000000.0,-18577000000.0,9355000000.0,38321000000.0,,,,,,,
Net Tangible Assets,,,,,AAPL,62146000000.0,50672000000.0,63090000000.0,65339000000.0,,,,,,,
Common Stock Equity,,,,,AAPL,62146000000.0,50672000000.0,63090000000.0,65339000000.0,,,,,,,
Total Capitalization,,,,,AAPL,157427000000.0,149631000000.0,172196000000.0,164006000000.0,,,,,,,
Total Equity Gross Minority Interest,,,,,AAPL,62146000000.0,50672000000.0,63090000000.0,65339000000.0,,,,,,,
Stockholders Equity,,,,,AAPL,62146000000.0,50672000000.0,63090000000.0,65339000000.0,,,,,,,
Gains Losses Not Affecting Retained Earnings,,,,,AAPL,-11452000000.0,-11109000000.0,163000000.0,-406000000.0,,,,,,,
Other Equity Adjustments,,,,,AAPL,-11452000000.0,-11109000000.0,163000000.0,-406000000.0,,,,,,,
Retained Earnings,,,,,AAPL,-214000000.0,-3068000000.0,5562000000.0,14966000000.0,,,,,,,
Capital Stock,,,,,AAPL,73812000000.0,64849000000.0,57365000000.0,50779000000.0,,,,,,,
Common Stock,,,,,AAPL,73812000000.0,64849000000.0,57365000000.0,50779000000.0,,,,,,,
